	Id	strain	coCulture	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	KO_term
s0333	Pa_04583	Pa	coEa	267.441468066118	1.83258097973716	0.239414341361504	7.65443276837814	1.94E-14	3.74E-12	ND
s0334	Pa_04636	Pa	coEa	69.4405447992796	1.84093973685521	0.372365808634371	4.94390111596642	7.66E-07	9.66E-06	ND
s0336	Pa_04955	Pa	coEa	43.8336873138601	1.84622328549191	0.353465887551378	5.22320074019464	1.76E-07	2.81E-06	ND
s0337	Pa_02780	Pa	coEa	30.3885845655374	1.85277073338377	0.477099412176623	3.88340602838107	1.03E-04	7.24E-04	ND
s0340	Pa_00173	Pa	coEa	145.640730598344	1.86304858852292	0.289173340629748	6.44267062954579	1.17E-10	5.56E-09	ND
s0341	Pa_04738	Pa	coEa	118.775728811352	1.88271343568662	0.359033825030852	5.24383304421203	1.57E-07	2.58E-06	ND
s0342	Pa_04873	Pa	coEa	256.520853778313	1.89572852726706	0.235224904261506	8.05921691505728	7.68E-16	2.22E-13	ND
s0343	Pa_05070	Pa	coEa	47.3340590507107	1.91504609027668	0.4250691898993	4.5052573458226	6.63E-06	6.58E-05	ND
s0344	Pa_01141	Pa	coEa	369.156557391664	1.91524457437979	0.275052512129371	6.96319608045956	3.33E-12	3.10E-10	ND
s0345	Pa_04587	Pa	coEa	280.601070970731	1.91525232139761	0.28416866856697	6.73984338616924	1.59E-11	1.12E-09	ND
s0346	Pa_04898	Pa	coEa	63.2531767401835	1.92610149814394	0.374559081412755	5.14231691000284	2.71E-07	4.04E-06	ND
s0348	Pa_02013	Pa	coEa	189.187278980666	1.93179912117582	0.278382811127639	6.9393620725027	3.94E-12	3.45E-10	ND
s0349	Pa_04535	Pa	coEa	136.002369570632	1.94354863549979	0.283992403523193	6.84366416632363	7.72E-12	5.87E-10	ND
s0350	Pa_04486	Pa	coEa	141.850902975602	1.94508014617095	0.537317580845354	3.6199823261148	0.00029462313923	0.001765293830074	ND
s0352	Pa_05001	Pa	coEa	15.4568732146423	1.96453814470424	0.684842166918865	2.8685998608158	0.004122930252195	0.015605534165581	ND
s0355	Pa_03032	Pa	coEa	118.193023619772	1.9872034724969	0.463704071468294	4.28549929743884	1.82E-05	0.000163530062102	ND
s0356	Pa_00150	Pa	coEa	7.78176886407995	1.9973419148481	0.625474608514146	3.19332213915591	1.41E-03	6.49E-03	ND
s0358	Pa_02414	Pa	coEa	11.4199423596646	2.00462875594884	0.612551206811374	3.27258967684335	1.07E-03	5.14E-03	ND
s0359	Pa_04448	Pa	coEa	121.974725247265	2.01306157190245	0.400913112774284	5.02119164417505	5.14E-07	6.93E-06	ND
s0360	Pa_02634	Pa	coEa	40.6858705857724	2.01573725043553	0.334221693267966	6.03113828646482	1.63E-09	5.53E-08	ND
s0361	Pa_04395	Pa	coEa	104.110680307125	2.01766264083822	0.3584097178644	5.62948642369562	1.81E-08	4.43E-07	ND
s0364	Pa_02760	Pa	coEa	234.806518661493	2.07879505360629	0.348472601621027	5.9654476246802	2.44E-09	7.66E-08	ND
s0367	Pa_02584	Pa	coEa	50.0169539525652	2.11589825466993	0.38371619441378	5.51422714358586	3.50E-08	7.44E-07	ND
s0368	Pa_02759	Pa	coEa	24.9389526345027	2.11784754105775	0.482539780998845	4.3889594691527	1.14E-05	0.000107492390084	ND
s0369	Pa_04938	Pa	coEa	44.0782934008975	2.13992280737894	0.387674045511713	5.51990217594869	3.39E-08	7.31E-07	ND
s0370	Pa_00417	Pa	coEa	363.874129366923	2.15519782875505	0.349078094156156	6.17397042333726	6.66E-10	2.67E-08	ND
s0373	Pa_02447	Pa	coEa	8.28883209862708	2.18749527773929	0.793695721368594	2.75608803077245	5.85E-03	2.07E-02	ND
s0374	Pa_02586	Pa	coEa	179.960962511748	2.20151958049695	0.363620889340403	6.05443648875738	1.41E-09	4.90E-08	ND
s0375	Pa_05113	Pa	coEa	12.5430278564325	2.20647534192735	0.536039211204669	4.11625734798135	3.85E-05	0.000307208472037	ND
s0376	Pa_04626	Pa	coEa	4.02571657381519	2.21558590969808	0.79309152737878	2.79360683251874	5.21E-03	0.018947154227545	ND
s0377	Pa_04485	Pa	coEa	381.236484568321	2.23309663473662	0.544295062129617	4.10273175361793	4.08E-05	3.22E-04	ND
s0379	Pa_04621	Pa	coEa	30.1242553651576	2.24055150134312	0.584499599286728	3.83328150109478	1.26E-04	8.65E-04	ND
s0380	Pa_04581	Pa	coEa	319.719652472437	2.25760685659167	0.289736786995031	7.7919234212754	6.60E-15	1.47E-12	ND
s0384	Pa_02083	Pa	coEa	4.34428717251992	2.37462138265982	0.832773355902018	2.85146176427288	4.35E-03	1.63E-02	ND
s0386	Pa_01147	Pa	coEa	647.456081951526	2.38857102037822	0.257095895688802	9.29058402110561	1.53E-20	1.11E-17	ND
s0387	Pa_04524	Pa	coEa	648.475766923063	2.40349918879467	0.307395985538688	7.818902334013	5.33E-15	1.28E-12	ND
s0389	Pa_04624	Pa	coEa	4.46570717363155	2.45538814098326	0.928193113058941	2.64534190831401	0.008160841097997	0.026691403274084	ND
s0392	Pa_01149	Pa	coEa	28.3858905074219	2.54007644404485	0.507275828213266	5.00728854554641	5.52E-07	7.31E-06	ND
s0393	Pa_05092	Pa	coEa	2.90787369938448	2.56019144826565	0.998037281402123	2.56522626556483	1.03E-02	0.032273667050807	ND
s0395	Pa_02729	Pa	coEa	17.484197098421	2.58501287147385	0.49849513065834	5.18563314361755	2.15E-07	3.34E-06	ND
s0396	Pa_02141	Pa	coEa	131.012753249959	2.69675720244382	0.291636887847732	9.24696879858299	2.31E-20	1.33E-17	ND
s0397	Pa_04580	Pa	coEa	80.6754812159865	2.7213404562384	0.455817940321816	5.97023551621748	2.37E-09	7.52E-08	ND
s0398	Pa_02084	Pa	coEa	45.325333310461	2.77438132849462	0.621161567715161	4.46644073409068	7.95E-06	7.71E-05	ND
s0400	Pa_05025	Pa	coEa	5.52513107956471	2.86717585353026	0.834634631624449	3.43524668746357	5.92E-04	3.18E-03	ND
s0401	Pa_04449	Pa	coEa	10.4083367889929	3.10110702655916	0.730239690056629	4.24669744576424	2.17E-05	1.88E-04	ND
s0402	Pa_04484	Pa	coEa	172.856951656616	3.30641615483882	0.54032316155867	6.11933078215785	9.40E-10	3.52E-08	ND
s0403	Pa_01458	Pa	coEa	8.17383899640501	3.59554647675473	0.853491256323848	4.21275139037914	2.52E-05	2.14E-04	ND
s0405	Pa_00973	Pa	coPs	400.440940582457	-4.3646824085029	0.618387471146271	-7.05816759258128	1.69E-12	6.78E-10	ND
s0406	Pa_00976	Pa	coPs	235.681768144066	-4.35940218439032	0.440970920833744	-9.88591759326896	4.79E-23	6.74E-20	ND
s0408	Pa_05002	Pa	coPs	245.882675495462	-4.16058413027924	0.405079742648331	-10.2710249174105	9.52E-25	2.68E-21	ND
s0409	Pa_02038	Pa	coPs	22.5275882034193	-4.14639704895632	0.754209222157328	-5.49767481905887	3.85E-08	2.41E-06	ND
s0410	Pa_00985	Pa	coPs	1970.12795180906	-4.08344331134122	0.574350547390685	-7.10967079232812	1.16E-12	5.46E-10	ND
s0411	Pa_00984	Pa	coPs	809.756433066234	-3.99765615590261	0.625714590235243	-6.38894508501017	1.67E-10	2.24E-08	ND
s0412	Pa_00992	Pa	coPs	2492.83196854213	-3.98169764190369	0.592155898801846	-6.72406987747679	1.77E-11	3.83E-09	ND
s0413	Pa_00986	Pa	coPs	755.252882674689	-3.90083890961647	0.534954876850954	-7.29190269762379	3.06E-13	1.72E-10	ND
s0414	Pa_00978	Pa	coPs	990.248489096204	-3.86345523512786	0.589790014788877	-6.55056060335444	5.73E-11	1.01E-08	ND
s0415	Pa_01003	Pa	coPs	883.049273875072	-3.84679217106035	0.571015308615674	-6.73675838986913	1.62E-11	3.80E-09	ND
s0416	Pa_00981	Pa	coPs	1022.88637648831	-3.81780241460364	0.560379239246851	-6.81289053415819	9.57E-12	2.45E-09	ND
s0418	Pa_04375	Pa	coPs	7828.35806192336	-3.77214013078412	0.60897253674439	-6.19426969720219	5.86E-10	6.87E-08	ND
s0419	Pa_00997	Pa	coPs	2143.94912236723	-3.74702769661747	0.583769021109628	-6.41868198058047	1.37E-10	2.04E-08	ND
s0421	Pa_01026	Pa	coPs	20652.0763483148	-3.72271480373392	0.574684215474166	-6.47784418554518	9.30E-11	1.45E-08	ND
s0422	Pa_01005	Pa	coPs	749.243943101817	-3.71475077553675	0.569880973474135	-6.5184678001982	7.10E-11	1.18E-08	ND
s0424	Pa_01006	Pa	coPs	2014.61332066291	-3.65987123514674	0.534347600013908	-6.84923303679381	7.42E-12	2.09E-09	ND
s0425	Pa_01008	Pa	coPs	2143.83244612049	-3.63615894716937	0.54706532637495	-6.64666315312627	3.00E-11	6.03E-09	ND
s0426	Pa_01036	Pa	coPs	13372.5070527187	-3.53677397499857	0.600395193326618	-5.89074332091555	3.84E-09	3.50E-07	ND
s0427	Pa_01000	Pa	coPs	1662.00847994156	-3.52561222114254	0.597466222470397	-5.90093981642155	3.61E-09	3.50E-07	ND
s0428	Pa_01988	Pa	coPs	6.20720893531587	-3.49437163183485	1.03983294141576	-3.36051253298167	0.000777980009203	0.008972277647125	ND
s0430	Pa_01004	Pa	coPs	563.846804255078	-3.48081048887902	0.638605968815074	-5.45063882715914	5.02E-08	2.94E-06	ND
s0431	Pa_01024	Pa	coPs	12765.3617354492	-3.4641801849133	0.639837488328908	-5.41415632578962	6.16E-08	3.47E-06	ND
s0432	Pa_01043	Pa	coPs	3833.92243721657	-3.45106887536287	0.603838622727715	-5.71521718795229	1.10E-08	8.81E-07	ND
s0433	Pa_00982	Pa	coPs	67.1376922053563	-3.44297012441913	0.661064491141464	-5.20822124097777	1.91E-07	9.58E-06	ND
s0434	Pa_01031	Pa	coPs	8529.23837228624	-3.43630051404613	0.624623284572308	-5.50139676012724	3.77E-08	2.41E-06	ND
s0435	Pa_01033	Pa	coPs	33021.0335145615	-3.42813822313961	0.611746922517229	-5.60385037824699	2.10E-08	1.51E-06	ND
s0436	Pa_01025	Pa	coPs	4543.15365914679	-3.41592749980789	0.584685464462192	-5.84233354073535	5.15E-09	4.39E-07	ND
s0437	Pa_01028	Pa	coPs	7024.51246553469	-3.40280059866046	0.578031514582206	-5.88687729443257	3.94E-09	3.50E-07	ND
s0438	Pa_00998	Pa	coPs	176.275643845664	-3.39624943295292	0.634837244574095	-5.34979549794912	8.81E-08	4.77E-06	ND
s0439	Pa_01001	Pa	coPs	992.183541630034	-3.39401621722514	0.573284824393349	-5.92029663582443	3.21E-09	3.35E-07	ND
s0440	Pa_01032	Pa	coPs	635.649900450195	-3.39352189573957	0.544954128390799	-6.22716980924677	4.75E-10	5.81E-08	ND
s0441	Pa_01023	Pa	coPs	12932.8443727583	-3.39288819656865	0.60532628860465	-5.60505674450331	2.08E-08	1.51E-06	ND
s0442	Pa_01022	Pa	coPs	46194.984942666	-3.37411894380782	0.610010640953447	-5.53124604274783	3.18E-08	2.15E-06	ND
s0444	Pa_00974	Pa	coPs	260.856203733593	-3.35674420212201	0.620850782263632	-5.4066843402907	6.42E-08	3.54E-06	ND
s0445	Pa_01045	Pa	coPs	1474.06265655881	-3.34623731463083	0.652747673346984	-5.12638719564161	2.95E-07	1.36E-05	ND
s0446	Pa_01029	Pa	coPs	15454.9495988624	-3.31776864879923	0.602764708953708	-5.5042516582603	3.71E-08	2.41E-06	ND
s0447	Pa_00972	Pa	coPs	1060.74729653058	-3.29811026754874	0.560405922791143	-5.88521664996377	3.98E-09	3.50E-07	ND
s0448	Pa_01047	Pa	coPs	1286.52259245385	-3.28623344954483	0.715854875282693	-4.59064199045524	4.42E-06	0.000124346361475	ND
s0449	Pa_01035	Pa	coPs	2387.76417011071	-3.27383828497809	0.597223004457743	-5.48176855302253	4.21E-08	2.58E-06	ND
s0450	Pa_00987	Pa	coPs	2023.98268420945	-3.27239840691456	0.654578162884798	-4.9992477483403	5.76E-07	2.30E-05	ND
s0451	Pa_00996	Pa	coPs	2535.21999183418	-3.2645857207828	0.590377992417449	-5.52965348084055	3.21E-08	2.15E-06	ND
s0452	Pa_01044	Pa	coPs	4323.02730290155	-3.25913017423547	0.638217779515788	-5.10661137755854	3.28E-07	1.44E-05	ND
s0453	Pa_01002	Pa	coPs	291.070375124803	-3.25600089019872	0.470910874305089	-6.9142614194321	4.70E-12	1.47E-09	ND
s0454	Pa_01019	Pa	coPs	7736.35575279889	-3.2512496529034	0.635049620231588	-5.11967813116359	3.06E-07	1.39E-05	ND
s0455	Pa_01021	Pa	coPs	14111.877541851	-3.24699951296345	0.609343913396116	-5.32868129406041	9.89E-08	5.25E-06	ND
s0456	Pa_01039	Pa	coPs	1967.40548100193	-3.20394963743038	0.627387319193304	-5.10681287207084	3.28E-07	1.44E-05	ND
s0457	Pa_00988	Pa	coPs	1231.15920190362	-3.17318405059485	0.742223791378851	-4.27523893393384	1.91E-05	0.000423058127353	ND
s0459	Pa_02034	Pa	coPs	20.0219565543791	-3.13306488666309	0.658784703342324	-4.75582518957647	1.98E-06	6.39E-05	ND
s0460	Pa_01027	Pa	coPs	7161.78776772048	-3.11312531271418	0.601223431131042	-5.17798400980092	2.24E-07	1.09E-05	ND
s0461	Pa_01030	Pa	coPs	5493.2242957474	-3.10222922405716	0.608524436825323	-5.09795340387892	3.43E-07	1.49E-05	ND
s0462	Pa_00975	Pa	coPs	210.360626480247	-3.09957554204798	0.567838866571577	-5.45854770520059	4.80E-08	2.87E-06	ND
s0463	Pa_00995	Pa	coPs	583.724792570299	-3.09870145669399	0.59922662177102	-5.17116787557893	2.33E-07	1.11E-05	ND
s0464	Pa_01997	Pa	coPs	7.72287113615335	-3.09696446854816	0.879336340765045	-3.5219339005752	0.000428410947689	0.005686549088671	ND
s0465	Pa_02036	Pa	coPs	12.6272190668646	-3.08319578080129	0.769489760427972	-4.00680546949253	6.15E-05	0.001154593805711	ND
s0466	Pa_01038	Pa	coPs	6150.26863822297	-3.07178492937716	0.618814575008843	-4.96398283659248	6.91E-07	2.59E-05	ND
s0467	Pa_01010	Pa	coPs	3101.99317826248	-3.05896324742608	0.578701683649386	-5.28590694282374	1.25E-07	6.40E-06	ND
s0469	Pa_00983	Pa	coPs	46.6007978448767	-2.99546069587159	0.711034188054986	-4.21282231739882	2.52E-05	0.00053903356284	ND
s0470	Pa_01011	Pa	coPs	3008.15937391482	-2.98604640783128	0.575746595763632	-5.18639003652429	2.14E-07	1.06E-05	ND
s0472	Pa_01034	Pa	coPs	3311.69210936904	-2.9516867145922	0.594141909762636	-4.96798267567327	6.77E-07	2.59E-05	ND
s0473	Pa_00991	Pa	coPs	430.337391474326	-2.91083043071783	0.647646346030888	-4.49447518473147	6.97E-06	0.000183239466621	ND
s0474	Pa_01009	Pa	coPs	1057.20273961971	-2.89478781872688	0.600193291723181	-4.82309259141471	1.41E-06	4.91E-05	ND
s0475	Pa_01040	Pa	coPs	4552.06237136236	-2.8892590505839	0.578464329934909	-4.99470563882307	5.89E-07	2.30E-05	ND
s0477	Pa_02476	Pa	coPs	580.177282908729	-2.86685394485273	0.776959560360617	-3.68983675742675	0.000224398000003	0.003468112938077	ND
s0478	Pa_01996	Pa	coPs	79.0315605802475	-2.86578746055212	0.615973847395875	-4.6524498932344	3.28E-06	9.82E-05	ND
s0479	Pa_01012	Pa	coPs	3066.26931952468	-2.84437870341126	0.694006414995646	-4.09849050664626	4.16E-05	0.000812646639426	ND
s0480	Pa_00977	Pa	coPs	277.989074397365	-2.84128909053401	0.660069324619274	-4.30453133414867	1.67E-05	0.000376714924791	ND
s0482	Pa_01014	Pa	coPs	5002.80552383768	-2.80978277871134	0.627300198550928	-4.47916768590537	7.49E-06	0.000190885371902	ND
s0483	Pa_03145	Pa	coPs	4.44119543125014	-2.80234283258597	1.00929238815633	-2.77654212542413	0.005494051503415	0.044947647234288	ND
s0484	Pa_00993	Pa	coPs	544.364050723333	-2.79516599402098	0.559539840977447	-4.99547268901919	5.87E-07	2.30E-05	ND
s0486	Pa_02002	Pa	coPs	46.4747655717728	-2.76110979113415	0.581815873902749	-4.74567627832662	2.08E-06	6.65E-05	ND
s0487	Pa_02026	Pa	coPs	21.3911826669092	-2.68548643251522	0.593145592226847	-4.5275333201636	5.97E-06	0.000161470008476	ND
s0488	Pa_00232	Pa	coPs	58.7308485550622	-2.66894252777929	0.594658015327015	-4.48819734870905	7.18E-06	0.00018543582418	ND
s0489	Pa_02576	Pa	coPs	101.381919616972	-2.61750789244495	0.777322120145929	-3.3673400313805	0.000758970443954	0.008825383592098	ND
s0490	Pa_02008	Pa	coPs	5.55266132155738	-2.61245274738973	0.910167318622321	-2.87029944268278	0.004100832488674	0.035949353966137	ND
s0491	Pa_01015	Pa	coPs	1647.09560609329	-2.60275260564798	0.581212767289556	-4.47814079822392	7.53E-06	0.000190885371902	ND
s0492	Pa_00999	Pa	coPs	189.852770681594	-2.56207276984377	0.510402416893721	-5.01971128082895	5.17E-07	2.17E-05	ND
s0493	Pa_01042	Pa	coPs	1575.56128218578	-2.55519922587787	0.551307862544114	-4.63479554615169	3.57E-06	0.000103651059898	ND
s0494	Pa_01037	Pa	coPs	1421.92853021749	-2.52180535700082	0.588954129417311	-4.28183661687845	1.85E-05	0.000413964103064	ND
s0495	Pa_01987	Pa	coPs	19.32496988514	-2.50530396409953	0.595453820965882	-4.20738582218801	2.58E-05	0.000542517899816	ND
s0496	Pa_01046	Pa	coPs	1615.6073747206	-2.50172517674984	0.577213433828429	-4.33414232956583	1.46E-05	0.000340306750555	ND
s0497	Pa_04773	Pa	coPs	68.4931810538878	-2.48237679814636	0.483777030185418	-5.13124154984153	2.88E-07	1.35E-05	ND
s0498	Pa_01983	Pa	coPs	11.7878514400007	-2.47026213948704	0.710764613061333	-3.47549961561448	0.000509902723398	0.006551900747227	ND
s0499	Pa_02575	Pa	coPs	134.32648197808	-2.45972823051196	0.547245681494507	-4.49474214907376	6.97E-06	0.000183239466621	ND
s0500	Pa_01048	Pa	coPs	1152.50880238168	-2.4247701453307	0.64981188046185	-3.73149555777175	0.000190346367252	0.003043378849125	ND
s0501	Pa_05060	Pa	coPs	11.0497953978936	-2.38049688495004	0.767389784045731	-3.10207007500139	0.001921724619368	0.019313332424644	ND
s0502	Pa_04704	Pa	coPs	18.7682396893834	-2.34880924647641	0.619119146733193	-3.79379196858956	0.000148363989552	0.002470392110063	ND
s0503	Pa_03130	Pa	coPs	39.0996812524081	-2.33835682615901	0.583926273304223	-4.00454121190183	6.21E-05	0.00115798817334	ND
s0504	Pa_01998	Pa	coPs	49.3168284845432	-2.32157805923156	0.534303717682673	-4.34505316433221	1.39E-05	0.000326522339488	ND
s0505	Pa_02009	Pa	coPs	25.4280288063665	-2.28688634357354	0.623083297477522	-3.67027386680356	0.000242290735805	0.003646022088524	ND
s0506	Pa_00990	Pa	coPs	1242.09734206103	-2.26883034061258	0.79949979751907	-2.83781227669225	0.00454238891443	0.038617167387326	ND
s0508	Pa_02033	Pa	coPs	27.7135947636431	-2.25542523159743	0.566232254088918	-3.98321574814996	6.80E-05	0.001242344096528	ND
s0509	Pa_03387	Pa	coPs	1160.82508776075	-2.23490568855245	0.809884245364276	-2.75953718243675	0.005788329973279	0.046671520185691	ND
s0510	Pa_02037	Pa	coPs	36.7677256905954	-2.20212903690515	0.490157359200774	-4.49269810106663	7.03E-06	0.000183239466621	ND
s0511	Pa_02039	Pa	coPs	21.4708968140538	-2.19617725765075	0.562553908205876	-3.90394098346043	9.46E-05	0.001664461087218	ND
s0512	Pa_00155	Pa	coPs	10.1890108003049	-2.19343446432362	0.748353855398907	-2.93101244618352	0.003378592449208	0.030570286662607	ND
s0514	Pa_02035	Pa	coPs	160.00145476879	-2.16288403265772	0.36464498648732	-5.9314788707041	3.00E-09	3.25E-07	ND
s0515	Pa_01999	Pa	coPs	15.3686246714123	-2.13696362859403	0.764469881309988	-2.79535359186702	0.005184297797722	0.043034259595248	ND
s0516	Pa_01052	Pa	coPs	17.0026978936352	-2.12885873507302	0.604271198363899	-3.52301870556967	0.000426661246411	0.005686549088671	ND
s0517	Pa_01989	Pa	coPs	100.204892205255	-2.1075722092598	0.421847699909523	-4.99605001926484	5.85E-07	2.30E-05	ND
s0519	Pa_01013	Pa	coPs	819.865641888265	-2.05794420900804	0.708353310332076	-2.90525106467459	0.003669586198773	0.032886036825944	ND
s0520	Pa_01109	Pa	coPs	509.063893634673	-2.05387420199639	0.564566930234219	-3.63796406060183	0.000274801759383	0.004027563285957	ND
s0521	Pa_02047	Pa	coPs	19.9784476685812	-2.04732521635364	0.549263038368366	-3.72740394554019	0.000193462255573	0.003075721961476	ND
s0523	Pa_01041	Pa	coPs	132.092616207438	-2.04460963824399	0.569730643327836	-3.58873032754791	0.000332292343956	0.00469884751705	ND
s0524	Pa_02024	Pa	coPs	44.4321227146633	-2.03028732764715	0.591490239363294	-3.43249506506252	0.000598054765751	0.007285394419143	ND
s0526	Pa_01073	Pa	coPs	42.7618284332354	-2.01600179133569	0.709500799288325	-2.84143695589613	0.004491073068025	0.038413007943532	ND
s0527	Pa_00164	Pa	coPs	76.0529534386562	-1.99529056936088	0.603952186912426	-3.30372273269076	0.00095410144479	0.010570241990705	ND
s0528	Pa_01985	Pa	coPs	7.9347416077188	-1.9949559246897	0.706884377915552	-2.82218137366735	0.004769819296551	0.040186441618251	ND
s0529	Pa_01986	Pa	coPs	23.6854054484559	-1.99095800821581	0.525622554991715	-3.78780931165937	0.000151981419777	0.002515739501491	ND
s0530	Pa_01053	Pa	coPs	38.0349059445672	-1.94279156178513	0.541320196535628	-3.58898776402344	0.000331964419808	0.00469884751705	ND
s0531	Pa_00876	Pa	coPs	41.4927940149969	-1.94068921930379	0.570076562627799	-3.40426066694985	0.000663434099886	0.007910608292704	ND
s0535	Pa_04762	Pa	coPs	9.45689668504804	-1.90495827264069	0.689230793616049	-2.76389025314196	0.005711674628349	0.046185782770612	ND
s0540	Pa_04377	Pa	coPs	149.645875847302	-1.80376248351751	0.492973077695826	-3.65894724301854	0.000253253463726	0.003731179303274	ND
s0543	Pa_04774	Pa	coPs	16.1500191096133	-1.77495571626769	0.563741853245848	-3.14852570560099	0.00164096290272	0.016791525848197	ND
s0545	Pa_02046	Pa	coPs	30.4015343026871	-1.748111266544	0.508491331823705	-3.43783887185332	0.000586376505588	0.007205517409277	ND
s0547	Pa_04895	Pa	coPs	75.3163391319385	-1.70767836162727	0.560425265210905	-3.04711166257756	0.002310518611292	0.022406960254601	ND
s0548	Pa_02574	Pa	coPs	36.0467164668661	-1.70245121014416	0.502762681811892	-3.38619247556072	0.000708696578207	0.008379294836447	ND
s0549	Pa_02027	Pa	coPs	13.6580577343145	-1.68793089558024	0.609665488239817	-2.76861808342394	0.005629458175106	0.045916797984781	ND
s0555	Pa_01084	Pa	coPs	25.3879587913911	-1.62572559383784	0.503658202454385	-3.22783503954763	0.001247308800681	0.013345729905387	ND
s0558	Pa_00960	Pa	coPs	114.386638416822	-1.60496553001053	0.432356312700679	-3.71213622390578	0.000205517318854	0.003212920751415	ND
s0560	Pa_01391	Pa	coPs	154.525324423747	-1.56339930800552	0.530362574837014	-2.9477934194093	0.003200508606599	0.029432128166569	ND
s0561	Pa_01058	Pa	coPs	33.397201382809	-1.5607317685665	0.532403130110465	-2.93148495998263	0.003373457005802	0.030570286662607	ND
s0564	Pa_00045	Pa	coPs	51.274925056068	1.52738877901519	0.400715442447271	3.81165439915926	0.00013803978888	0.002326011771906	ND
s0565	Pa_04443	Pa	coPs	112.863658840785	1.53065394261254	0.362956301518122	4.2171851989078	2.47E-05	0.000535462649954	ND
s0567	Pa_04676	Pa	coPs	160.327961853889	1.53973951165214	0.413495847048486	3.72371215489281	0.000196314743181	0.003086199370447	ND
s0568	Pa_01141	Pa	coPs	208.182823163177	1.5397452347825	0.35304943024898	4.36127381283871	1.29E-05	0.000308365333678	ND
s0571	Pa_04966	Pa	coPs	27.9477879796348	1.58017022462467	0.568257908786281	2.78072720184343	0.005423729235925	0.044626824765766	ND
s0575	Pa_02007	Pa	coPs	267.075952863538	1.60573807324399	0.385797791243094	4.16212355200396	3.15E-05	0.0006337563446	ND
s0577	Pa_04825	Pa	coPs	214.841167573872	1.62692334497311	0.410796161204109	3.96041516114546	7.48E-05	0.001349629964331	ND
s0578	Pa_00175	Pa	coPs	67.0235631215659	1.63106425204358	0.450854140763992	3.61772046560262	0.000297209137218	0.004311064495518	ND
s0579	Pa_02586	Pa	coPs	90.4472395320691	1.63272233001686	0.452248777378889	3.61023050074271	0.000305925018771	0.004414733347809	ND
s0580	Pa_04663	Pa	coPs	51.0463166210859	1.6345187031163	0.532362262538475	3.07031286425598	0.002138346427786	0.021187700168278	ND
s0581	Pa_04366	Pa	coPs	27.1368468346933	1.66047957069438	0.562048484726493	2.95433510776639	0.003133435523437	0.029060131060745	ND
s0583	Pa_01491	Pa	coPs	211.027959913054	1.67499645100681	0.359597806439311	4.65797182578058	3.19E-06	9.71E-05	ND
s0584	Pa_04738	Pa	coPs	74.151774144558	1.67627805102687	0.486497593944363	3.44560399042503	0.000569784687366	0.007032342588802	ND
s0585	Pa_02323	Pa	coPs	58.6980987751604	1.6763837744666	0.423542664732039	3.95800450357745	7.56E-05	0.001354636892594	ND
s0586	Pa_02062	Pa	coPs	477.801074003417	1.67791203314163	0.360307870903931	4.65688420553271	3.21E-06	9.71E-05	ND
s0590	Pa_04427	Pa	coPs	72.4995278809534	1.73110985155499	0.476725220432407	3.63125292591992	0.000282048598796	0.004112356253951	ND
s0591	Pa_04535	Pa	coPs	84.0292454591334	1.73934209564075	0.357006212191597	4.87202193195249	1.10E-06	3.99E-05	ND
s0592	Pa_02060	Pa	coPs	52.9160967344604	1.74925040560236	0.435326725803993	4.01824721965259	5.86E-05	0.001107330976994	ND
s0594	Pa_04827	Pa	coPs	74.6729121517425	1.78459598183271	0.42675636095725	4.18176773705191	2.89E-05	0.000589821279237	ND
s0595	Pa_04771	Pa	coPs	24.7653627046529	1.78916561250432	0.595549597080067	3.00422604813514	0.002662574215523	0.025484638920005	ND
s0597	Pa_02593	Pa	coPs	20.9127145994373	1.80541351375688	0.635078891141938	2.84281770176703	0.004471663920997	0.038363604492943	ND
s0600	Pa_01464	Pa	coPs	33.5267510252946	1.85364802233732	0.441795049028264	4.19571931920571	2.72E-05	0.000562814340162	ND
s0603	Pa_04587	Pa	coPs	191.677519407434	1.88367788926095	0.504177991443075	3.73613668432734	0.00018686911897	0.00302212471714	ND
s0604	Pa_04422	Pa	coPs	18.6121398546907	1.89676918694354	0.53713880237298	3.53124588758801	0.000413607063325	0.005595626327863	ND
s0605	Pa_00161	Pa	coPs	39.1380773308532	1.90007648453853	0.548902556458363	3.46159161071909	0.000536991325685	0.006775024418188	ND
s0608	Pa_04898	Pa	coPs	43.4853381005686	1.92006876158106	0.554882617802702	3.46031520897951	0.000539543409984	0.006775024418188	ND
s0609	Pa_04664	Pa	coPs	154.652469760075	1.92130995055631	0.682118144391863	2.81668207531591	0.004852253098453	0.040637619699546	ND
s0612	Pa_04743	Pa	coPs	44.168550401993	2.00483572239159	0.663192270364257	3.02300827675575	0.002502753980675	0.024036688401429	ND
s0615	Pa_04672	Pa	coPs	216.300379355374	2.11537405042938	0.706944261917876	2.99227840776381	0.002769036100592	0.026324552659008	ND
s0617	Pa_04638	Pa	coPs	54.8330657358379	2.16836123384117	0.691143987185213	3.13735093416952	0.001704819389086	0.017318995526675	ND
s0620	Pa_04665	Pa	coPs	141.551130446067	2.21702282346396	0.638159450863249	3.47408914882473	0.000512590696864	0.006556501004429	ND
s0621	Pa_04617	Pa	coPs	25.4554709193423	2.24505422720834	0.530994473941596	4.22801806305666	2.36E-05	0.000514283300017	ND
